94558,38.8642448,38.201742,-122.0613789,-122.497592
95620,38.5305079,38.2273031,-121.593221,-121.9429131
95476,38.3704958,38.1006191,-122.349564,-122.571292
94559,38.314478,38.1547489,-122.1932811,-122.407512
94533,38.3157989,38.2281111,-121.932964,-122.086853
94954,38.3441428,38.111702,-122.4572289,-122.6771039
94571,38.325381,38.023575,-121.647275,-121.8893381
94535,38.3085189,38.2532579,-121.891837,-121.9653009
94503,38.261215,38.1538219,-122.147183,-122.314747
94945,38.176815,38.0800799,-122.482661,-122.6327149
94512,38.212858,38.054413,-121.7949611,-121.9076579
94591,38.191064,38.0567711,-122.1475709,-122.2336811
94510,38.1875748,38.030901,-122.053002,-122.1985039
94592,38.1393799,38.0599179,-122.244827,-122.3530931
94589,38.157083,38.1215819,-122.214948,-122.337205
94947,38.185583,38.0600499,-122.536725,-122.774276
94590,38.1452161,38.0610179,-122.2255421,-122.287951
94946,38.1213449,38.0144219,-122.610049,-122.776158
94561,38.0578189,37.9624181,-121.6200951,-121.756753
94949,38.099271,38.036507,-122.47966,-122.6043221
94585,38.275143,38.0347639,-121.798345,-122.067878
94565,38.0870589,37.9374859,-121.815907,-122.015571
94903,38.062933,37.986823,-122.485361,-122.641769
94520,38.0613359,37.9470898,-121.976661,-122.0706919
94572,38.063969,37.9961688,-122.2057209,-122.27868
94525,38.0618199,38.024408,-122.1952301,-122.255845
94569,38.0539851,38.026046,-122.173443,-122.2056631
94553,38.0621369,37.91787,-122.0485079,-122.2522169
94547,38.0422699,37.970327,-122.214646,-122.3021779
94963,38.0187308,37.9978511,-122.645625,-122.676416
94938,38.0499269,37.995985,-122.693154,-122.7707989
94509,38.063087,37.945066,-121.750528,-121.870809
94960,38.031254,37.9578629,-122.5505989,-122.6168679
94513,38.042985,37.818442,-121.556866,-121.8651731
94521,37.996998,37.9160509,-121.901042,-122.009633
94930,38.019677,37.9270629,-122.57962,-122.669194
94973,38.028289,37.9833631,-122.617097,-122.663899
94933,38.024481,37.9728299,-122.6457451,-122.708554
94564,38.0179861,37.9612051,-122.227616,-122.3263819
94801,37.9864709,37.891137,-122.347403,-122.4358549
94519,38.011468,37.968772,-121.970002,-122.0337239
