94806,38.017366,37.9486869,-122.307483,-122.3878711
94901,38.0171599,37.9415369,-122.442814,-122.560974
94531,37.996029,37.9322498,-121.7397279,-121.841926
94803,37.9912268,37.9208609,-122.219245,-122.3309431
94523,37.982394,37.92526,-122.05062,-122.104371
94518,37.975324,37.931385,-121.990871,-122.0529061
94904,37.9728579,37.924923,-122.502214,-122.6072791
94549,37.959237,37.848223,-122.0779761,-122.203817
94517,37.9557409,37.7890419,-121.732627,-121.961973
94805,37.9570091,37.9303619,-122.301726,-122.341378
94804,37.9531628,37.8878429,-122.3043141,-122.384371
94939,37.952005,37.9219001,-122.501383,-122.557524
94964,37.94639,37.93298,-122.472266,-122.5029
94530,37.9445289,37.8977429,-122.2641779,-122.324952
94598,37.9412669,37.849998,-121.9094841,-122.055467
94925,37.9422199,37.9078249,-122.481384,-122.5388479
94596,37.9179648,37.865707,-122.006096,-122.0712849
94941,37.9340411,37.8149469,-122.4782819,-122.6212141
94563,37.9359369,37.837499,-122.139376,-122.249468
94708,37.930323,37.878959,-122.227459,-122.2813881
94707,37.9203561,37.880066,-122.2659041,-122.2910411
94514,37.8964879,37.7440379,-121.550956,-121.721837
94970,37.9418609,37.861503,-122.5903739,-122.700636
94706,37.901013,37.8801348,-122.28006,-122.3097921
94710,37.897867,37.8471669,-122.286634,-122.3275681
94595,37.8976049,37.8350349,-122.0433061,-122.0917549
94709,37.8880009,37.8721319,-122.2547229,-122.2756731
94703,37.884755,37.84596,-122.266128,-122.283202
94704,37.87412,37.859769,-122.234669,-122.273855
94507,37.8887571,37.827221,-121.952001,-122.059817
94702,37.881492,37.846972,-122.277627,-122.296997
94720,37.881405,37.845543,-122.2448649,-122.332636
94965,37.8965588,37.8230358,-122.4675489,-122.5936469
94556,37.880465,37.782875,-122.037503,-122.158922
94920,37.9223799,37.849401,-122.418673,-122.5071511
94705,37.8843448,37.8495549,-122.2131959,-122.267954
94611,37.867866,37.804085,-122.1573919,-122.2637559
94618,37.860282,37.829719,-122.2144389,-122.262305
94609,37.8530809,37.816237,-122.2517109,-122.2754799
94550,37.73149,37.2737949,-121.336033,-121.827072
94608,37.850726,37.8171169,-122.267169,-122.3202479
94528,37.83764,37.831923,-121.951291,-121.960544
94526,37.8463,37.778226,-121.948562,-122.053979
94506,37.8677039,37.777254,-121.8399601,-121.9730191
94130,37.8324269,37.8072279,-122.358581,-122.379381
94607,37.832947,37.7880281,-122.2595771,-122.346681
94610,37.823831,37.798995,-122.2165211,-122.2642541
94583,37.818222,37.7186291,-121.9173719,-122.064215
94602,37.821647,37.78901,-122.1773601,-122.234679
94612,37.8185081,37.7985521,-122.2585229,-122.28141
94546,37.762723,37.6789459,-122.0537199,-122.1226659
94133,37.863203,37.793769,-122.392499,-122.4256409
94129,37.811025,37.7468121,-122.4473921,-122.4859431
94123,37.8097279,37.761021,-122.423521,-122.454562
94109,37.8128889,37.7811169,-122.411699,-122.4326081
94606,37.8085669,37.7716959,-122.2235309,-122.26838
94111,37.8072279,37.737043,-122.3673941,-122.4059541
94619,37.818422,37.753138,-122.0945259,-122.2104611
94552,37.8145579,37.590159,-121.925116,-122.139289
94501,37.8006279,37.747903,-122.2237791,-122.3402809
94108,37.7962109,37.785744,-122.4034656,-122.4148261
94601,37.7961419,37.754428,-122.1945941,-122.238723
94115,37.7958539,37.776435,-122.426829,-122.449367
94105,37.800182,37.7824491,-122.381681,-122.4035291
94104,37.7939871,37.7879766,-122.399149,-122.4046131
94118,37.791637,37.766062,-122.4436991,-122.479504
94121,37.7908389,37.7635859,-122.4716729,-122.517914
94102,37.789226,37.7694409,-122.4034491,-122.429849
94103,37.78805,37.7635609,-122.3978164,-122.4286571
94605,37.786332,37.727038,-122.1116459,-122.198593
94613,37.7844459,37.7754439,-122.173619,-122.188586
94117,37.8002219,37.75875,-122.428426,-122.469553
94122,37.77095,37.7482199,-122.4575359,-122.5124721
94621,37.7710919,37.6953939,-122.165823,-122.256542
94114,37.770452,37.7466831,-122.424923,-122.453769
94107,37.786636,37.749358,-122.377981,-122.406282
94110,37.7657831,37.731608,-122.4028549,-122.427269
94131,37.7638849,37.728262,-122.4241631,-122.463842
94603,37.7556389,37.723824,-122.148837,-122.201773
94116,37.754692,37.733694,-122.4586351,-122.509831
94124,37.7536288,37.708231,-122.356879,-122.408137
94588,37.702088,37.632432,-121.8213661,-121.979341
94502,37.756237,37.7186201,-122.2263139,-122.2691161
94127,37.7513029,37.721569,-122.442329,-122.472671
94577,37.7450099,37.6826851,-122.119075,-122.209269
94132,37.7379569,37.705705,-122.462254,-122.5085381
94112,37.735749,37.7073479,-122.415459,-122.4691299
94134,37.7358849,37.708231,-122.3908002,-122.43015
94568,37.7449151,37.6973739,-121.832043,-122.0012771
94578,37.72166,37.6877769,-122.096226,-122.160971
94015,37.708332,37.643417,-122.4494269,-122.5028319
94005,37.7088241,37.665877,-122.381007,-122.441962
94014,37.7085839,37.665551,-122.40529,-122.4871369
94579,37.705673,37.666758,-122.1297379,-122.1972079
94580,37.698686,37.657482,-122.108454,-122.162676
94541,37.693962,37.653022,-122.0402909,-122.1281019
94566,37.6883761,37.6196739,-121.798144,-121.912314
94542,37.680986,37.642187,-122.008833,-122.0780241
94544,37.6698509,37.603907,-121.996915,-122.10161
94044,37.668352,37.5577369,-122.4209929,-122.5208519
94545,37.6672971,37.558852,-122.07145,-122.166947
94586,37.6505839,37.485548,-121.69773,-121.948119
94080,37.6790449,37.63397,-122.374315,-122.471883
94587,37.6316209,37.561402,-121.9926449,-122.096567
94066,37.6423159,37.5995281,-122.3963499,-122.472817
94128,37.6481331,37.6047718,-122.3550149,-122.4040089
94019,37.5785769,37.3116529,-122.310655,-122.518456
94030,37.6213909,37.577704,-122.367066,-122.4500679
94010,37.604147,37.528838,-122.328772,-122.431274
94536,37.606946,37.5297739,-121.926968,-122.038506
94539,37.576397,37.458473,-121.826864,-121.961554
94401,37.5963281,37.5560318,-122.2884139,-122.347063
94555,37.5957991,37.50667,-122.02536,-122.135769
94038,37.5778271,37.4953639,-122.422088,-122.5198869
94402,37.5731629,37.506029,-122.2961209,-122.361134
94404,37.5758218,37.533401,-122.2451559,-122.294573
94403,37.5676641,37.514998,-122.2749741,-122.33256
94538,37.565455,37.453235,-121.917097,-122.002236
94560,37.5634078,37.4489491,-121.9733811,-122.110894
94065,37.553596,37.5156319,-122.194557,-122.269979
94063,37.5359611,37.4676058,-122.166279,-122.245104
94002,37.6619879,37.482132,-122.2442159,-122.405202
94070,37.523182,37.4747739,-122.233676,-122.3159701
94062,37.5572204,37.3070936,-122.1791199,-122.4110063
94025,37.5079439,37.414466,-122.1213449,-122.2291331
94303,37.4841909,37.415332,-122.084793,-122.155225
95035,37.504886,37.3961101,-121.7765171,-121.9319049
95140,37.48361,37.296239,-121.50316,-121.803604
94061,37.482088,37.4425729,-122.20861,-122.269844
94027,37.4767579,37.4235229,-122.167865,-122.243382
95134,37.4691679,37.385902,-121.915176,-121.977554
95002,37.432801,37.41782,-121.9646169,-121.9790659
94089,37.4640739,37.3884479,-121.9746201,-122.060006
94301,37.4581999,37.42523,-122.1304251,-122.171706
94043,37.4640869,37.3857439,-122.0359899,-122.10842
94304,37.44678,37.36183,-122.12752,-122.201007
94305,37.44363,37.382743,-122.1494501,-122.194849
94306,37.4383301,37.38876,-122.10203,-122.16025
94028,37.4251299,37.3203501,-122.173041,-122.2535389
94040,37.412765,37.35676,-122.05831,-122.1181001
94022,37.406258,37.3120199,-122.09598,-122.184777
94085,37.402107,37.3378699,-121.986811,-122.04989
94086,37.3878189,37.3520899,-121.9824199,-122.0600761
94024,37.384442,37.3135379,-122.06063,-122.1505261
94087,37.3754349,37.329901,-121.9957801,-122.065265
